Genes;samples;counts;condition
GDF11;Ctrl_B9;6,81399179957153e+01;Ctrl
GDF11;Ctrl_B3;2,13849707170196e+01;Ctrl
GDF11;Ctrl_B4;3,78577392716838e+01;Ctrl
GDF11;Ctrl_B7;2,73345038251828e+01;Ctrl
GDF11;DM1_19;1,29681127497956e+02;DM1
GDF11;DM1_35;1,14905355705791e+02;DM1
GDF11;DM1_43;8,50017248439880e+01;DM1
GDF11;DM1_18;1,78298776525733e+02;DM1
GDF11;DM1_44;2,67773291684515e+02;DM1
GDF11;DM1_15;2,48860644112068e+02;DM1
GDF11;DM1_50;2,80377343240423e+02;DM1
GDF11;DM1_32;8,77793848740578e+01;DM1
GDF11;DM1_37;1,08439473585162e+02;DM1
GDF11;DM1_13;1,08739475196209e+02;DM1
GDF11;DM1_21;1,60122637359037e+02;DM1
GDF11;DM1_48;1,35778798449842e+02;DM1
GDF11;DM1_40;7,44846096537955e+01;DM1
GDF11;DM1_54;1,29746001359736e+02;DM1
GDF11;DM1_46;1,68256378698192e+02;DM1
GDF11;DM1_51;1,94503644517296e+02;DM1
GDF11;DM1_31;1,53913629416050e+02;DM1
GDF11;DM1_47;2,56961059666773e+02;DM1
GDF11;DM1_23;2,81713148925601e+02;DM1
GDF11;DM1_24;3,28272579415910e+02;DM1
GDF11;DM1_27;1,67639934437757e+02;DM1
PKP2;DM1_41;7,44880285055603e+02;DM1
PKP2;DM1_36;4,28797392433371e+02;DM1
PKP2;DM1_53;4,31742307176071e+02;DM1
PKP2;DM1_45;2,17924743532167e+02;DM1
PKP2;DM1_17;8,31215254709458e+02;DM1
PKP2;DM1_22;9,25270713488757e+02;DM1
PKP2;DM1_39;6,49923959242539e+02;DM1
PKP2;DM1_34;3,28271709730664e+02;DM1
PKP2;DM1_25;4,69991991617278e+02;DM1
PKP2;DM1_33;1,00302291958515e+03;DM1
PKP2;DM1_26;3,75866773285098e+02;DM1
PKP2;DM1_30;8,85561755778515e+02;DM1
PKP2;DM1_52;9,16764635841961e+02;DM1
PKP2;Ctrl_B2;9,61683733588425e+01;Ctrl
PKP2;Ctrl_B8;1,25073225412533e+02;Ctrl
PKP2;DM1_20;5,61624513127687e+02;DM1
PKP2;DM1_14;7,65387434366926e+02;DM1
PKP2;DM1_29;2,27106672438705e+02;DM1
PKP2;DM1_42;5,18726974565263e+02;DM1
PKP2;Ctrl_B10;1,30933818909935e+02;Ctrl
PKP2;Ctrl_B6;1,42516873517706e+02;Ctrl
PKP2;DM1_56;1,04807198424996e+02;DM1
PKP2;Ctrl_B11;1,64420812679530e+02;Ctrl
PKP2;DM1_28;2,17462995545419e+02;DM1
PKP2;Ctrl_B5;1,10297309095667e+02;Ctrl
PKP2;DM1_55;4,28078158649635e+02;DM1
PKP2;Ctrl_B1;1,03110849928717e+02;Ctrl
PKP2;DM1_16;4,21339469353814e+02;DM1
PKP2;DM1_38;5,27958324665591e+02;DM1
PKP2;Ctrl_B9;8,89604484944061e+01;Ctrl
PKP2;Ctrl_B3;1,83417248842130e+02;Ctrl
PKP2;Ctrl_B4;1,89829521205157e+02;Ctrl
PKP2;Ctrl_B7;2,71242384111429e+02;Ctrl
PKP2;DM1_19;6,77878621012043e+02;DM1
PKP2;DM1_35;4,79538351145501e+02;DM1
PKP2;DM1_43;4,70545262529219e+02;DM1
PKP2;DM1_18;5,10423948485431e+02;DM1
PKP2;DM1_44;3,92958708970987e+02;DM1
PKP2;DM1_15;4,77374191535727e+02;DM1
PKP2;DM1_50;4,38291019318362e+02;DM1
PKP2;DM1_32;5,51316136577415e+02;DM1
PKP2;DM1_37;7,98837455410690e+02;DM1
PKP2;DM1_13;4,71888288587322e+02;DM1
PKP2;DM1_21;1,17310900633568e+03;DM1
PKP2;DM1_48;9,95115667586340e+02;DM1
PKP2;DM1_40;5,17572544004579e+02;DM1
PKP2;DM1_54;4,41877810345159e+02;DM1
PKP2;DM1_46;8,29432852737568e+02;DM1
PKP2;DM1_51;3,61776778802171e+02;DM1
PKP2;DM1_31;6,24410083409425e+02;DM1
PKP2;DM1_47;7,17368052976775e+02;DM1
PKP2;DM1_23;9,02313702093806e+02;DM1
PKP2;DM1_24;4,60113534343365e+02;DM1
PKP2;DM1_27;4,40830938706694e+02;DM1
DNAH11;DM1_41;3,86529598312222e+02;DM1
DNAH11;DM1_36;5,84189722692538e+02;DM1
DNAH11;DM1_53;1,55120528397960e+03;DM1
DNAH11;DM1_45;6,88769444886339e+02;DM1
DNAH11;DM1_17;8,51488797507249e+02;DM1
DNAH11;DM1_22;4,82749937472395e+02;DM1
DNAH11;DM1_39;6,87283314679672e+02;DM1
DNAH11;DM1_34;5,50076919008140e+01;DM1
DNAH11;DM1_25;1,38656641205097e+02;DM1
DNAH11;DM1_33;9,31378425329072e+01;DM1
DNAH11;DM1_26;2,54026167877697e+02;DM1
DNAH11;DM1_30;1,87278921161619e+02;DM1
DNAH11;DM1_52;1,54290253890171e+02;DM1
DNAH11;Ctrl_B2;1,61356331138998e+01;Ctrl
DNAH11;Ctrl_B8;4,81050866971283e+00;Ctrl
DNAH11;DM1_20;2,63261490528603e+01;DM1
DNAH11;DM1_14;3,48649670418246e+02;DM1
DNAH11;DM1_29;1,74697440337465e+02;DM1
DNAH11;DM1_42;8,99126755913123e+00;DM1
DNAH11;Ctrl_B10;3,97477664548018e+01;Ctrl
DNAH11;Ctrl_B6;8,06699284062484e+00;Ctrl
DNAH11;DM1_56;3,60811666709002e+01;DM1
DNAH11;Ctrl_B11;3,71904219156080e+01;Ctrl
DNAH11;DM1_28;2,79310269507878e+01;DM1
DNAH11;Ctrl_B5;7,09514853831778e+00;Ctrl
DNAH11;DM1_55;5,93008704622871e+01;DM1
DNAH11;Ctrl_B1;2,95632506788629e+01;Ctrl
DNAH11;DM1_16;7,63017945640734e+01;DM1
DNAH11;DM1_38;1,46113927490477e+02;DM1
DNAH11;Ctrl_B9;1,55207590990241e+02;Ctrl
DNAH11;Ctrl_B3;4,93499324238914e+00;Ctrl
DNAH11;Ctrl_B4;2,10921690227953e+01;Ctrl
DNAH11;Ctrl_B7;4,20530828079735e+00;Ctrl
DNAH11;DM1_19;8,11489479646301e+02;DM1
DNAH11;DM1_35;4,21319637587901e+02;DM1
DNAH11;DM1_43;8,39897995482262e+02;DM1
DNAH11;DM1_18;4,06416328845420e+02;DM1
DNAH11;DM1_44;7,50551134134585e+02;DM1
DNAH11;DM1_15;3,75638708093687e+02;DM1
DNAH11;DM1_50;6,15541063895640e+02;DM1
DNAH11;DM1_32;1,49378953206730e+02;DM1
DNAH11;DM1_37;1,78925131415517e+02;DM1
DNAH11;DM1_13;1,29625661186726e+03;DM1
DNAH11;DM1_21;8,88259261981182e+02;DM1
DNAH11;DM1_48;3,96617016524538e+02;DM1
DNAH11;DM1_40;5,53859917938479e+01;DM1
DNAH11;DM1_54;3,63288803807262e+01;DM1
DNAH11;DM1_46;2,82007169930773e+02;DM1
DNAH11;DM1_51;1,57547952059010e+02;DM1
DNAH11;DM1_31;1,62669195161274e+02;DM1
DNAH11;DM1_47;3,92296832916399e+02;DM1
DNAH11;DM1_23;1,57835595738759e+03;DM1
DNAH11;DM1_24;8,96670471552718e+02;DM1
DNAH11;DM1_27;2,42146571965649e+02;DM1
MYH15;DM1_41;2,43508330160932e+02;DM1
MYH15;DM1_36;4,57686482010763e+03;DM1
MYH15;DM1_53;1,31528052595989e+03;DM1
MYH15;DM1_45;3,38817301987968e+02;DM1
MYH15;DM1_17;1,38795793000266e+02;DM1
MYH15;DM1_22;6,74752753512552e+02;DM1
MYH15;DM1_39;4,61838928421111e+02;DM1
MYH15;DM1_34;1,02474006686194e+02;DM1
MYH15;DM1_25;2,66959052709814e+02;DM1
MYH15;DM1_33;1,52841587746309e+02;DM1
MYH15;DM1_26;1,01150691281617e+03;DM1
MYH15;DM1_30;1,65295943034791e+03;DM1
MYH15;DM1_52;6,43530622589186e+02;DM1
MYH15;Ctrl_B2;2,12990357103477e+01;Ctrl
MYH15;Ctrl_B8;6,49418670411232e+01;Ctrl
MYH15;DM1_20;2,41323032984553e+02;DM1
MYH15;DM1_14;4,11908821145103e+02;DM1
MYH15;DM1_29;5,67766681096762e+01;DM1
MYH15;DM1_42;2,94636921553069e+02;DM1
MYH15;Ctrl_B10;5,37763899094377e+01;Ctrl
MYH15;Ctrl_B6;1,39827875904164e+02;Ctrl
MYH15;DM1_56;6,87260317540956e+01;DM1
MYH15;Ctrl_B11;1,40932125153883e+02;Ctrl
MYH15;DM1_28;2,41403875788952e+02;DM1
MYH15;Ctrl_B5;2,70905671463042e+01;Ctrl
MYH15;DM1_55;3,76189896995134e+02;DM1
MYH15;Ctrl_B1;1,51421527867347e+01;Ctrl
MYH15;DM1_16;1,90994429160385e+02;DM1
MYH15;DM1_38;1,83129455788065e+02;DM1
MYH15;Ctrl_B9;7,94965709950012e+01;Ctrl
MYH15;Ctrl_B3;3,20774560755294e+01;Ctrl
MYH15;Ctrl_B4;9,95117717998546e+01;Ctrl
MYH15;Ctrl_B7;4,20530828079735e+01;Ctrl
MYH15;DM1_19;7,17175932375060e+02;DM1
MYH15;DM1_35;2,00701354632782e+02;DM1
MYH15;DM1_43;8,75315380833924e+01;DM1
MYH15;DM1_18;8,32934970730506e+02;DM1
MYH15;DM1_44;2,18934137855264e+02;DM1
MYH15;DM1_15;7,37190964633861e+02;DM1
MYH15;DM1_50;2,86822799406869e+02;DM1
MYH15;DM1_32;1,04719266165543e+02;DM1
MYH15;DM1_37;5,34968069686797e+02;DM1
MYH15;DM1_13;3,29090789084376e+02;DM1
MYH15;DM1_21;4,19689860025264e+02;DM1
MYH15;DM1_48;9,20080015811427e+02;DM1
MYH15;DM1_40;3,36135674335077e+02;DM1
MYH15;DM1_54;5,32329308435947e+02;DM1
MYH15;DM1_46;1,43768361141179e+02;DM1
MYH15;DM1_51;1,80888389401085e+02;DM1
MYH15;DM1_31;7,96756482815421e+02;DM1
MYH15;DM1_47;1,83632068801453e+03;DM1
MYH15;DM1_23;1,16358272336060e+03;DM1
MYH15;DM1_24;4,43016004165453e+02;DM1
MYH15;DM1_27;1,96614737920826e+02;DM1
ERBB3;DM1_41;1,11599123364148e+03;DM1
ERBB3;DM1_36;1,17211740521949e+03;DM1
ERBB3;DM1_53;5,90991518839376e+02;DM1
ERBB3;DM1_45;5,99690717603117e+02;DM1
ERBB3;DM1_17;2,01175924685779e+02;DM1
ERBB3;DM1_22;7,18639111464588e+02;DM1
ERBB3;DM1_39;4,77297972050269e+02;DM1
ERBB3;DM1_34;1,71677231980766e+02;DM1
ERBB3;DM1_25;1,95379812607183e+02;DM1
ERBB3;DM1_33;4,10761767068206e+02;DM1
ERBB3;DM1_26;1,26898139971483e+03;DM1
ERBB3;DM1_30;3,69207016004336e+02;DM1
ERBB3;DM1_52;5,07194143697144e+02;DM1
ERBB3;Ctrl_B2;1,16176558420078e+01;Ctrl
ERBB3;Ctrl_B8;1,44315260091385e+01;Ctrl
ERBB3;DM1_20;1,16273824983466e+02;DM1
ERBB3;DM1_14;2,54968180028856e+02;DM1
ERBB3;DM1_29;2,18371800421831e+01;DM1
ERBB3;DM1_42;8,09214080321810e+01;DM1
ERBB3;Ctrl_B10;2,57191430001659e+01;Ctrl
ERBB3;Ctrl_B6;1,88229832947913e+01;Ctrl
ERBB3;DM1_56;5,15445238155717e+00;DM1
ERBB3;Ctrl_B11;2,34886875256472e+01;Ctrl
ERBB3;DM1_28;3,39162470116709e+01;DM1
ERBB3;Ctrl_B5;1,80603780975362e+01;Ctrl
ERBB3;DM1_55;2,59441308272506e+01;DM1
ERBB3;Ctrl_B1;2,59579762058309e+01;Ctrl
ERBB3;DM1_16;8,63793900725359e+01;DM1
ERBB3;DM1_38;1,05202027793144e+02;DM1
ERBB3;Ctrl_B9;3,21771834979767e+01;Ctrl
ERBB3;Ctrl_B3;1,64499774746305e+01;Ctrl
ERBB3;Ctrl_B4;1,62247454021502e+01;Ctrl
ERBB3;Ctrl_B7;2,10265414039867e+01;Ctrl
ERBB3;DM1_19;2,22029809201046e+02;DM1
ERBB3;DM1_35;5,19372207790176e+02;DM1
ERBB3;DM1_43;2,51969398644679e+02;DM1
ERBB3;DM1_18;5,82967078150312e+02;DM1
ERBB3;DM1_44;9,52644184462521e+02;DM1
ERBB3;DM1_15;1,49629418723985e+03;DM1
ERBB3;DM1_50;1,22003277436309e+03;DM1
ERBB3;DM1_32;4,09637129412270e+02;DM1
ERBB3;DM1_37;5,67499911762346e+02;DM1
ERBB3;DM1_13;3,47555982985619e+02;DM1
ERBB3;DM1_21;7,98927685349299e+02;DM1
ERBB3;DM1_48;2,07241323949758e+02;DM1
ERBB3;DM1_40;8,21240567977745e+01;DM1
ERBB3;DM1_54;1,35677247136181e+02;DM1
ERBB3;DM1_46;4,92130159290957e+02;DM1
ERBB3;DM1_51;4,66808746841511e+02;DM1
ERBB3;DM1_31;6,35469745403392e+02;DM1
ERBB3;DM1_47;1,78457465706615e+03;DM1
ERBB3;DM1_23;1,90165038290738e+03;DM1
ERBB3;DM1_24;2,58818612382081e+03;DM1
ERBB3;DM1_27;3,22862095954199e+02;DM1
PDE11A;DM1_41;5,83250301717342e+02;DM1
PDE11A;DM1_36;2,04466402942388e+03;DM1
PDE11A;DM1_53;2,06375182077742e+03;DM1
PDE11A;DM1_45;8,08071311783511e+02;DM1
PDE11A;DM1_17;5,73897211506717e+02;DM1
PDE11A;DM1_22;4,77264142728391e+02;DM1
PDE11A;DM1_39;8,72791838229575e+02;DM1
PDE11A;DM1_34;8,09589013862787e+02;DM1
PDE11A;DM1_25;2,70560523909947e+02;DM1
PDE11A;DM1_33;4,10761767068206e+02;DM1
PDE11A;DM1_26;1,89025354332521e+03;DM1
PDE11A;DM1_30;1,19100475814925e+03;DM1
PDE11A;DM1_52;1,03851367254802e+03;DM1
PDE11A;Ctrl_B2;2,13635782428033e+02;Ctrl
PDE11A;Ctrl_B8;6,49418670411232e+01;Ctrl
PDE11A;DM1_20;2,50098416002173e+02;DM1
PDE11A;DM1_14;1,58196166245177e+03;DM1
PDE11A;DM1_29;3,55946034687585e+02;DM1
PDE11A;DM1_42;9,53765997233997e+02;DM1
PDE11A;Ctrl_B10;1,19243299364405e+02;Ctrl
PDE11A;Ctrl_B6;1,04870906928123e+02;Ctrl
PDE11A;DM1_56;5,66989761971289e+01;DM1
PDE11A;Ctrl_B11;2,77949469053492e+02;Ctrl
PDE11A;DM1_28;1,97512262009142e+02;DM1
PDE11A;Ctrl_B5;1,72863618933560e+02;Ctrl
PDE11A;DM1_55;1,03776523309002e+02;DM1
PDE11A;Ctrl_B1;2,12711193908892e+02;Ctrl
PDE11A;DM1_16;3,24882483772816e+02;DM1
PDE11A;DM1_38;6,91605923454926e+02;DM1
PDE11A;Ctrl_B9;3,16093508480124e+02;Ctrl
PDE11A;Ctrl_B3;2,78827118194987e+02;Ctrl
PDE11A;Ctrl_B4;1,94156119979064e+02;Ctrl
PDE11A;Ctrl_B7;2,27086647163057e+02;Ctrl
PDE11A;DM1_19;4,85321795333260e+02;DM1
PDE11A;DM1_35;9,51416345243950e+02;DM1
PDE11A;DM1_43;2,03902947095995e+02;DM1
PDE11A;DM1_18;4,89010615030134e+02;DM1
PDE11A;DM1_44;4,49657036979658e+02;DM1
PDE11A;DM1_15;1,73576386364958e+03;DM1
PDE11A;DM1_50;6,50070293358747e+02;DM1
PDE11A;DM1_32;3,97317215745735e+02;DM1
PDE11A;DM1_37;1,18560491119777e+03;DM1
PDE11A;DM1_13;6,83622511988242e+02;DM1
PDE11A;DM1_21;5,27561952561879e+02;DM1
PDE11A;DM1_48;1,08444382446124e+03;DM1
PDE11A;DM1_40;2,15814381817407e+02;DM1
PDE11A;DM1_54;6,31677675191402e+02;DM1
PDE11A;DM1_46;3,02545507236656e+02;DM1
PDE11A;DM1_51;4,60973637505992e+02;DM1
PDE11A;DM1_31;1,08108195991034e+03;DM1
PDE11A;DM1_47;1,07826344830911e+03;DM1
PDE11A;DM1_23;1,04195748932261e+03;DM1
PDE11A;DM1_24;1,95937695838871e+03;DM1
PDE11A;DM1_27;5,29824977976121e+02;DM1
